"Sampling.Unit.Name","Start.Time","End.Time","Spp","Common.Name","Scientific.Name","Count","Date","Latitude","Longitude","SiteName","Ha","Sitio","Wind","Precipitation","PercentCloudCover","DominantCoverType","TidalConditions","VegetationHeight","DisturbGeneral.Collected","VisibleArea.VisibleArea","PercentCover.PercentFlood","CoverType.SecondaryCoverType","PercentCover.PercentVegetated"
"MAIPO5","12:41:00","12:57:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",10,2023-02-09,-33.619794,-71.630302,"SN Humedal río Maipo – Desembocadura",2.42,12,3,0,100,16,4,1,1,100,5,NA,20
"MANTA11","09:38:00","09:42:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.876573,-71.508629,"Mantagua",0.97,9,3,0,100,16,4,2,0,90,30,NA,10
"MANTA11","10:17:00","10:21:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",11,2021-01-26,-32.876573,-71.508629,"Mantagua",0.97,9,1,0,100,1,4,2,NA,100,80,NA,10
"MANTA11","10:40:00","10:45:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.876573,-71.508629,"Mantagua",0.97,9,2,0,100,16,3,0,0,100,10,NA,NA
"MANTA11","10:24:00","10:26:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2023-01-25,-32.876573,-71.508629,"Mantagua",0.97,9,3,0,0,1,4,5,0,70,45,NA,55
"MANTA13","09:55:00","10:00:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.878111,-71.508279,"Mantagua",0.94,9,2,0,100,1,4,5,0,100,30,NA,50
"MANTA13","10:33:00","10:39:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",1,2021-01-26,-32.878111,-71.508279,"Mantagua",0.94,9,1,0,100,1,4,5,1,100,50,NA,45
"MANTA13","10:53:00","10:56:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.878111,-71.508279,"Mantagua",0.94,9,2,0,100,1,3,5,0,100,70,NA,20
"MANTA13","10:35:00","10:40:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",32,2023-01-25,-32.878111,-71.508279,"Mantagua",0.94,9,4,0,0,16,4,5,0,85,40,NA,60
"MANTA14","10:02:00","10:05:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.879001,-71.508209,"Mantagua",1.28,9,2,0,100,1,4,2,0,100,30,NA,50
"MANTA14","10:48:00","10:55:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",2,2021-01-26,-32.879001,-71.508209,"Mantagua",1.28,9,1,0,100,1,4,2,0,100,40,NA,50
"MANTA14","11:01:00","11:10:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.879001,-71.508209,"Mantagua",1.28,9,1,0,100,1,3,5,0,80,70,NA,20
"MANTA14","10:45:00","10:49:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2023-01-25,-32.879001,-71.508209,"Mantagua",1.28,9,3,0,0,1,4,5,0,30,35,NA,60
"MANTA15","10:05:00","10:10:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.880188,-71.508452,"Mantagua",1.55,9,3,0,100,1,4,2,0,100,30,NA,50
"MANTA15","10:57:00","11:02:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2021-01-26,-32.880188,-71.508452,"Mantagua",1.55,9,1,0,100,1,4,2,0,100,70,NA,20
"MANTA15","11:14:00","11:20:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.880188,-71.508452,"Mantagua",1.55,9,1,0,100,1,3,3,0,100,80,NA,10
"MANTA15","10:49:00","10:53:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",2,2023-01-25,-32.880188,-71.508452,"Mantagua",1.55,9,2,0,0,1,4,5,0,90,45,NA,50
"MANTA4","08:05:00","08:19:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,100,1,6,5,0,80,35,NA,65
"MANTA4","08:55:00","09:11:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2021-01-26,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,100,1,4,5,0,50,25,NA,65
"MANTA4","09:02:00","09:05:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.882667,-71.503221,"Mantagua",4.68,9,1,0,100,1,3,5,0,80,45,NA,30
"MANTA4","08:43:00","08:52:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",9,2023-01-25,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,0,1,4,5,0,40,30,NA,50
"MANTA5","08:24:00","08:35:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,100,1,6,5,0,60,50,99,45
"MANTA5","09:17:00","09:20:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2021-01-26,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,100,1,4,5,0,10,40,99,50
"MANTA5","09:09:00","09:15:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.883614,-71.505558,"Mantagua",4.45,9,1,1,100,1,3,5,0,80,45,NA,30
"MANTA5","08:55:00","09:13:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",28,2023-01-25,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,0,1,4,5,0,70,40,NA,45
"MANTA6","08:37:00","08:51:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-02-09,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,100,1,NA,4,1,100,70,NA,20
"MANTA6","09:23:00","09:33:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2021-01-26,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,100,1,4,4,0,90,70,NA,30
"MANTA6","09:18:00","09:49:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-02-07,-32.883983,-71.50744,"Mantagua",2.94,9,1,1,100,1,3,5,0,90,25,NA,65
"MANTA6","09:29:00","09:41:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",65,2023-01-25,-32.883983,-71.50744,"Mantagua",2.94,9,3,0,0,1,4,5,0,85,60,NA,35
"MATAQ4","12:10:00","13:00:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",3,2021-01-20,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,3,0,100,15,8,2,NA,100,50,NA,20
"MATAQ4","10:20:00","11:20:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2022-01-19,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,0,0,0,15,6,2,1,100,30,NA,20
"MATAQ4","15:15:00","16:10:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2023-01-26,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,4,0,0,15,2,3,1,100,70,NA,20
"PU1","13:15:00","13:36:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",11,2021-01-12,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,0,0,10,14,2,1,0,100,70,NA,20
"PU1","12:01:00","12:23:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",9,2022-02-13,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,0,0,20,14,2,2,0,100,60,NA,30
"PU1","10:22:00","10:37:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",12,2023-01-31,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,0,0,40,14,2,0,0,100,60,15,25
"PU2","13:46:00","13:54:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",12,2021-01-12,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,1,0,30,14,2,1,1,100,70,NA,20
"RL1","15:23:00","15:34:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",68,2023-02-11,-41.701098,-73.097172,"Humedales de Calbuco - Estero Rulo",5.46,5,1,0,50,14,2,1,1,90,55,17,30
"LLANOS1","17:15:00","17:30:00","CIHA","Cinereous Harrier","Circus cinereus",0,2021-02-15,-31.58587,-71.562856,"Huentelauquén",21.82,3,2,0,0,99,7,NA,0,100,0,NA,0
"LLANOS1","10:39:00","10:46:00","CIHA","Cinereous Harrier","Circus cinereus",0,2022-02-03,-31.58587,-71.562856,"Huentelauquén",21.82,3,1,0,100,99,6,0,NA,100,0,NA,0
"LLANOS1","10:11:00","10:31:00","CIHA","Cinereous Harrier","Circus cinereus",1,2023-02-13,-31.58587,-71.562856,"Huentelauquén",21.82,3,3,0,95,99,6,1,1,100,0,NA,95
"ROCUANT1","13:22:00","13:45:00","CIHA","Cinereous Harrier","Circus cinereus",0,2017-01-25,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,6,0,10,14,7,1,1,85,30,1,10
"ROCUANT1","09:37:00","09:57:00","CIHA","Cinereous Harrier","Circus cinereus",0,2018-02-03,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,0,0,1,14,7,1,1,100,30,1,15
"ROCUANT1","19:18:00","19:33:00","CIHA","Cinereous Harrier","Circus cinereus",0,2019-02-06,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,0,0,15,1,7,1,1,100,NA,14,15
"ROCUANT1","12:38:00","12:47:00","CIHA","Cinereous Harrier","Circus cinereus",0,2020-01-23,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,0,0,30,1,7,1,1,100,30,14,15
"ROCUANT1","15:10:00","15:28:00","CIHA","Cinereous Harrier","Circus cinereus",1,2021-02-09,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,2,0,0,1,7,0,1,100,40,14,10
"CHA9","16:46:00","16:52:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2019-02-07,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,0,0,5,15,3,1,1,100,30,14,30
"CHA9","16:36:00","16:49:00","CITE","Cinnamon Teal","Spatula cyanoptera",2,2020-02-08,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,1,0,0,14,3,1,1,100,15,NA,85
"CHA9","15:19:00","15:27:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2020-12-15,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,10,14,1,2,0,80,50,NA,20
"CHA9","17:08:00","17:15:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-02-15,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,0,14,2,2,1,100,40,NA,40
"CHA9","15:15:00","15:37:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-03-01,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,50,14,2,1,0,100,70,NA,20
"CHA9","12:43:00","13:07:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2022-02-12,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,4,0,20,14,2,3,0,100,60,NA,30
"CHA9","15:28:00","15:33:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2023-02-10,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,1,0,40,14,2,1,0,70,20,15,50
"COQ17","08:36:00","08:41:00","CITE","Cinnamon Teal","Spatula cyanoptera",2,2022-02-14,-29.8932,-71.27156,"Bahía de Coquimbo - río Elqui - Desembocadura",3.44,1,1,0,0,1,2,1,1,100,90,NA,10
"COQ17","08:47:00","09:12:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2023-02-15,-29.8932,-71.27156,"Bahía de Coquimbo - río Elqui - Desembocadura",3.44,1,1,0,NA,1,1,2,1,20,70,10,15
"COQ32","07:30:00","07:42:00","CITE","Cinnamon Teal","Spatula cyanoptera",3,2022-02-14,-29.821912,-71.288635,"Bahía de Coquimbo - río Elqui - Desembocadura",1.99,1,1,0,0,1,4,5,1,30,90,NA,NA
"COQ32","13:27:00","13:35:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2023-02-15,-29.821912,-71.288635,"Bahía de Coquimbo - río Elqui - Desembocadura",1.99,1,3,0,NA,1,1,0,1,100,30,16,0
"LLUTA2","09:32:00","10:11:00","CITE","Cinnamon Teal","Spatula cyanoptera",3,2020-01-31,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,1,0,98,16,6,NA,1,100,15,NA,NA
"LLUTA2","09:05:00","10:13:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-02-03,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,80,1,6,5,1,90,10,16,15
"LLUTA2","09:20:00","10:10:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2022-02-15,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,60,1,3,5,0,90,5,16,20
"LLUTA2","08:23:00","09:02:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2023-02-14,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,1,0,50,1,7,5,1,100,15,16,35
"MAIPO4","10:38:00","10:50:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2017-02-11,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,2,0,10,16,1,1,NA,100,0,NA,0
"MAIPO4","11:16:00","11:38:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2018-02-11,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,2,0,40,16,4,0,1,100,0,NA,0
"MAIPO4","10:11:00","10:22:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2019-02-04,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,2,0,80,16,1,1,1,100,10,NA,5
"MAIPO4","08:30:00","08:40:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2020-01-20,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,1,0,100,16,1,0,1,100,NA,NA,NA
"MAIPO4","11:13:00","11:17:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-01-28,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,1,0,10,16,1,0,1,100,0,NA,0
"MAIPO4","13:16:00","13:20:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2022-02-15,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,2,0,100,16,3,2,1,90,10,15,10
"MAIPO4","13:04:00","13:07:00","CITE","Cinnamon Teal","Spatula cyanoptera",2,2023-02-09,-33.621463,-71.630577,"SN Humedal río Maipo – Desembocadura",2.97,12,4,0,100,16,4,1,1,100,5,NA,35
"MANTA4","08:05:00","08:19:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2020-02-09,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,100,1,6,5,0,80,35,NA,65
"MANTA4","08:55:00","09:11:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-01-26,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,100,1,4,5,0,50,25,NA,65
"MANTA4","09:02:00","09:05:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2022-02-07,-32.882667,-71.503221,"Mantagua",4.68,9,1,0,100,1,3,5,0,80,45,NA,30
"MANTA4","08:43:00","08:52:00","CITE","Cinnamon Teal","Spatula cyanoptera",1,2023-01-25,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,0,1,4,5,0,40,30,NA,50
"MANTA5","08:24:00","08:35:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2020-02-09,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,100,1,6,5,0,60,50,99,45
"MANTA5","09:17:00","09:20:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-01-26,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,100,1,4,5,0,10,40,99,50
"MANTA5","09:09:00","09:15:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2022-02-07,-32.883614,-71.505558,"Mantagua",4.45,9,1,1,100,1,3,5,0,80,45,NA,30
"MANTA5","08:55:00","09:13:00","CITE","Cinnamon Teal","Spatula cyanoptera",1,2023-01-25,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,0,1,4,5,0,70,40,NA,45
"MANTA6","08:37:00","08:51:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2020-02-09,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,100,1,NA,4,1,100,70,NA,20
"MANTA6","09:23:00","09:33:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-01-26,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,100,1,4,4,0,90,70,NA,30
"MANTA6","09:18:00","09:49:00","CITE","Cinnamon Teal","Spatula cyanoptera",2,2022-02-07,-32.883983,-71.50744,"Mantagua",2.94,9,1,1,100,1,3,5,0,90,25,NA,65
"MANTA6","09:29:00","09:41:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2023-01-25,-32.883983,-71.50744,"Mantagua",2.94,9,3,0,0,1,4,5,0,85,60,NA,35
"MANTA7","08:54:00","09:10:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2020-02-09,-32.883818,-71.509994,"Mantagua",6.14,9,1,0,100,16,6,2,0,100,50,NA,10
"MANTA7","09:34:00","09:42:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2021-01-26,-32.883818,-71.509994,"Mantagua",6.14,9,1,0,100,1,4,1,0,100,30,16,10
"MANTA7","10:01:00","10:13:00","CITE","Cinnamon Teal","Spatula cyanoptera",2,2022-02-07,-32.883818,-71.509994,"Mantagua",6.14,9,1,1,100,1,3,3,0,90,40,NA,40
"MANTA7","09:43:00","09:45:00","CITE","Cinnamon Teal","Spatula cyanoptera",0,2023-01-25,-32.883818,-71.509994,"Mantagua",6.14,9,3,0,0,1,4,1,0,100,25,16,45
"LLUTA2","09:32:00","10:11:00","COGA","Common Gallinule","Gallinula galeata",2,2020-01-31,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,1,0,98,16,6,NA,1,100,15,NA,NA
"LLUTA2","09:05:00","10:13:00","COGA","Common Gallinule","Gallinula galeata",0,2021-02-03,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,80,1,6,5,1,90,10,16,15
"LLUTA2","09:20:00","10:10:00","COGA","Common Gallinule","Gallinula galeata",2,2022-02-15,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,60,1,3,5,0,90,5,16,20
"LLUTA2","08:23:00","09:02:00","COGA","Common Gallinule","Gallinula galeata",2,2023-02-14,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,1,0,50,1,7,5,1,100,15,16,35
"LLUTA4","11:13:00","11:33:00","COGA","Common Gallinule","Gallinula galeata",1,2020-01-31,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,80,16,6,1,1,100,15,NA,35
"LLUTA4","11:44:00","12:19:00","COGA","Common Gallinule","Gallinula galeata",0,2021-02-03,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,2,0,40,1,4,5,NA,90,5,16,30
"LLUTA4","11:45:00","12:25:00","COGA","Common Gallinule","Gallinula galeata",0,2022-02-15,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,2,0,15,1,5,5,0,90,30,16,55
"LLUTA4","09:44:00","10:12:00","COGA","Common Gallinule","Gallinula galeata",1,2023-02-14,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,50,1,8,5,1,100,30,16,45
"COQ18","07:47:00","08:11:00","COHE","Cocoi Heron","Ardea cocoi",0,2022-02-14,-29.894617,-71.273527,"Bahía de Coquimbo - río Elqui - Desembocadura",1.97,1,1,0,0,1,2,NA,1,100,10,NA,NA
"COQ18","08:05:00","08:45:00","COHE","Cocoi Heron","Ardea cocoi",1,2023-02-15,-29.894617,-71.273527,"Bahía de Coquimbo - río Elqui - Desembocadura",1.97,1,6,0,NA,1,1,1,1,90,10,16,5
"MANTA1","07:19:00","07:35:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.882591,-71.497752,"Mantagua",1.31,9,0,0,100,1,6,5,0,50,10,99,80
"MANTA1","08:12:00","08:18:00","COHE","Cocoi Heron","Ardea cocoi",1,2021-01-26,-32.882591,-71.497752,"Mantagua",1.31,9,0,0,100,1,4,5,1,30,30,2,50
"MANTA1","08:41:00","08:45:00","COHE","Cocoi Heron","Ardea cocoi",2,2022-02-07,-32.882591,-71.497752,"Mantagua",1.31,9,0,0,100,1,3,5,0,20,20,3,80
"MANTA1","08:09:00","08:17:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.882591,-71.497752,"Mantagua",1.31,9,1,0,0,1,4,5,0,25,25,NA,45
"MANTA12","09:47:00","09:51:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.877328,-71.508418,"Mantagua",1.05,9,3,0,100,1,4,5,0,95,30,NA,50
"MANTA12","10:28:00","10:30:00","COHE","Cocoi Heron","Ardea cocoi",0,2021-01-26,-32.877328,-71.508418,"Mantagua",1.05,9,1,0,100,1,4,5,0,60,70,NA,25
"MANTA12","10:52:00","10:56:00","COHE","Cocoi Heron","Ardea cocoi",1,2022-02-07,-32.877328,-71.508418,"Mantagua",1.05,9,2,0,100,1,3,5,0,90,70,NA,20
"MANTA12","10:30:00","10:31:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.877328,-71.508418,"Mantagua",1.05,9,4,0,0,1,4,5,0,50,35,NA,65
"MANTA14","10:02:00","10:05:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.879001,-71.508209,"Mantagua",1.28,9,2,0,100,1,4,2,0,100,30,NA,50
"MANTA14","10:48:00","10:55:00","COHE","Cocoi Heron","Ardea cocoi",0,2021-01-26,-32.879001,-71.508209,"Mantagua",1.28,9,1,0,100,1,4,2,0,100,40,NA,50
"MANTA14","11:01:00","11:10:00","COHE","Cocoi Heron","Ardea cocoi",1,2022-02-07,-32.879001,-71.508209,"Mantagua",1.28,9,1,0,100,1,3,5,0,80,70,NA,20
"MANTA14","10:45:00","10:49:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.879001,-71.508209,"Mantagua",1.28,9,3,0,0,1,4,5,0,30,35,NA,60
"MANTA2","07:40:00","07:50:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.883119,-71.499744,"Mantagua",1.78,9,0,0,100,1,6,5,0,75,25,99,70
"MANTA2","08:23:00","08:28:00","COHE","Cocoi Heron","Ardea cocoi",0,2021-01-26,-32.883119,-71.499744,"Mantagua",1.78,9,0,0,100,1,4,5,0,75,25,99,70
"MANTA2","08:46:00","08:56:00","COHE","Cocoi Heron","Ardea cocoi",1,2022-02-07,-32.883119,-71.499744,"Mantagua",1.78,9,0,0,100,1,3,5,0,90,25,NA,75
"MANTA2","08:21:00","08:29:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.883119,-71.499744,"Mantagua",1.78,9,0,0,0,1,4,5,0,50,50,NA,30
"MANTA3","07:52:00","08:04:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.882715,-71.501206,"Mantagua",2.79,9,0,0,100,1,6,5,0,30,10,99,75
"MANTA3","08:34:00","08:40:00","COHE","Cocoi Heron","Ardea cocoi",1,2021-01-26,-32.882715,-71.501206,"Mantagua",2.79,9,0,0,100,1,4,5,0,50,40,99,50
"MANTA3","08:56:00","08:58:00","COHE","Cocoi Heron","Ardea cocoi",0,2022-02-07,-32.882715,-71.501206,"Mantagua",2.79,9,1,0,100,1,3,5,0,90,30,NA,50
"MANTA3","08:31:00","08:40:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.882715,-71.501206,"Mantagua",2.79,9,0,0,0,1,4,1,0,20,30,NA,60
"MANTA4","08:05:00","08:19:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,100,1,6,5,0,80,35,NA,65
"MANTA4","08:55:00","09:11:00","COHE","Cocoi Heron","Ardea cocoi",0,2021-01-26,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,100,1,4,5,0,50,25,NA,65
"MANTA4","09:02:00","09:05:00","COHE","Cocoi Heron","Ardea cocoi",1,2022-02-07,-32.882667,-71.503221,"Mantagua",4.68,9,1,0,100,1,3,5,0,80,45,NA,30
"MANTA4","08:43:00","08:52:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,0,1,4,5,0,40,30,NA,50
"MANTA6","08:37:00","08:51:00","COHE","Cocoi Heron","Ardea cocoi",0,2020-02-09,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,100,1,NA,4,1,100,70,NA,20
"MANTA6","09:23:00","09:33:00","COHE","Cocoi Heron","Ardea cocoi",1,2021-01-26,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,100,1,4,4,0,90,70,NA,30
"MANTA6","09:18:00","09:49:00","COHE","Cocoi Heron","Ardea cocoi",0,2022-02-07,-32.883983,-71.50744,"Mantagua",2.94,9,1,1,100,1,3,5,0,90,25,NA,65
"MANTA6","09:29:00","09:41:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-25,-32.883983,-71.50744,"Mantagua",2.94,9,3,0,0,1,4,5,0,85,60,NA,35
"MATAQ3","11:18:00","11:37:00","COHE","Cocoi Heron","Ardea cocoi",0,2021-01-20,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,4,0,100,15,8,0,0,100,70,NA,0
"MATAQ3","09:10:00","09:44:00","COHE","Cocoi Heron","Ardea cocoi",0,2022-01-19,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,0,0,0,15,6,0,1,100,60,NA,0
"MATAQ3","14:00:00","14:50:00","COHE","Cocoi Heron","Ardea cocoi",1,2023-01-26,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,1,0,0,15,2,2,1,100,75,NA,15
"MATAQ4","12:10:00","13:00:00","COHE","Cocoi Heron","Ardea cocoi",1,2021-01-20,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,3,0,100,15,8,2,NA,100,50,NA,20
"MATAQ4","10:20:00","11:20:00","COHE","Cocoi Heron","Ardea cocoi",0,2022-01-19,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,0,0,0,15,6,2,1,100,30,NA,20
"MATAQ4","15:15:00","16:10:00","COHE","Cocoi Heron","Ardea cocoi",0,2023-01-26,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,4,0,0,15,2,3,1,100,70,NA,20
"ROCUANT1","13:22:00","13:45:00","COHE","Cocoi Heron","Ardea cocoi",0,2017-01-25,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,6,0,10,14,7,1,1,85,30,1,10
"ROCUANT1","09:37:00","09:57:00","COHE","Cocoi Heron","Ardea cocoi",0,2018-02-03,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,0,0,1,14,7,1,1,100,30,1,15
"ROCUANT1","19:18:00","19:33:00","COHE","Cocoi Heron","Ardea cocoi",0,2019-02-06,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,0,0,15,1,7,1,1,100,NA,14,15
"ROCUANT1","12:38:00","12:47:00","COHE","Cocoi Heron","Ardea cocoi",2,2020-01-23,-36.733894,-73.098869,"Humedal Rocuant - Andalién",20.46,4,0,0,30,1,7,1,1,100,30,14,15
