"Sampling.Unit.Name","Start.Time","End.Time","Spp","Common.Name","Scientific.Name","Count","Date","Latitude","Longitude","SiteName","Ha","Sitio","Wind","Precipitation","PercentCloudCover","DominantCoverType","TidalConditions","VegetationHeight","DisturbGeneral.Collected","VisibleArea.VisibleArea","PercentCover.PercentFlood","CoverType.SecondaryCoverType","PercentCover.PercentVegetated"
"CHA6","10:38:00","10:48:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-06-15,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,3,0,90,14,1,2,0,90,30,NA,50
"CHA6","15:31:00","15:46:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-06-24,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,1,0,30,14,2,1,0,100,70,NA,10
"CHA6","13:53:00","13:54:00","CHCA","Chimango Caracara","Daptrius chimango",3,2021-07-12,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,2,0,40,14,1,1,NA,100,70,NA,20
"CHA6","12:27:00","12:33:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-30,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,0,0,90,14,2,1,1,100,40,15,30
"CHA6","14:02:00","14:20:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-06,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,1,1,80,14,2,1,0,NA,55,15,45
"CHA8","15:54:00","16:03:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-05-25,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,0,0,0,14,1,2,1,100,30,NA,50
"CHA8","11:03:00","11:10:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-06-15,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,3,0,80,14,1,2,0,90,20,NA,60
"CHA8","15:58:00","16:05:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-06-24,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHA8","14:05:00","14:09:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-12,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,2,0,30,14,2,1,NA,100,80,NA,20
"CHA8","11:51:00","11:59:00","CHCA","Chimango Caracara","Daptrius chimango",1,2022-06-30,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,1,0,70,14,4,1,1,100,10,16,40
"CHA8","13:36:00","13:41:00","CHCA","Chimango Caracara","Daptrius chimango",1,2023-07-06,-41.50329,-72.854268,"Coihuín y Chamiza",9.01,2,2,0,70,14,2,1,1,80,35,15,50
"CHA9","16:07:00","16:20:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-05-25,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,0,0,0,14,1,2,1,100,60,NA,30
"CHA9","11:12:00","11:20:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-06-15,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,3,0,70,14,1,2,1,90,40,NA,40
"CHA9","16:09:00","16:22:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-06-24,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,1,0,20,14,1,2,0,100,70,NA,20
"CHA9","14:10:00","14:15:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-12,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,20,14,2,1,NA,100,70,NA,20
"CHA9","11:26:00","11:35:00","CHCA","Chimango Caracara","Daptrius chimango",1,2022-06-30,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,1,0,60,14,4,1,1,100,20,15,60
"CHA9","13:19:00","13:25:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-06,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,60,14,2,2,0,70,15,15,40
"COQ29","08:27:00","08:47:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-07-09,-29.826664,-71.286013,"Bahía de Coquimbo - río Elqui - Desembocadura",13.99,1,2,0,80,16,7,1,1,100,20,NA,10
"COQ29","07:48:00","08:06:00","CHCA","Chimango Caracara","Daptrius chimango",1,2023-07-13,-29.826664,-71.286013,"Bahía de Coquimbo - río Elqui - Desembocadura",13.99,1,1,0,0,16,1,NA,1,100,NA,NA,NA
"HT2","16:01:00","16:12:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-07-22,-41.715529,-73.153404,"Humedales de Calbuco - Huito",3.54,6,1,1,80,14,2,0,0,100,50,NA,0
"HT2","17:01:00","17:11:00","CHCA","Chimango Caracara","Daptrius chimango",28,2023-07-11,-41.715529,-73.153404,"Humedales de Calbuco - Huito",3.54,6,0,0,70,14,2,1,0,100,30,17,20
"HT3","15:43:00","15:57:00","CHCA","Chimango Caracara","Daptrius chimango",1,2022-07-22,-41.713402,-73.152487,"Humedales de Calbuco - Huito",3.55,6,0,1,80,14,2,0,1,100,40,NA,0
"HT3","16:48:00","16:59:00","CHCA","Chimango Caracara","Daptrius chimango",3,2023-07-11,-41.713402,-73.152487,"Humedales de Calbuco - Huito",3.55,6,0,0,70,14,2,1,0,90,30,17,20
"HT4","15:20:00","15:36:00","CHCA","Chimango Caracara","Daptrius chimango",2,2022-07-22,-41.710741,-73.153072,"Humedales de Calbuco - Huito",7.13,6,0,1,80,15,2,0,0,100,40,14,0
"HT4","16:19:00","16:42:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-07-11,-41.710741,-73.153072,"Humedales de Calbuco - Huito",7.13,6,0,0,70,14,2,1,0,90,35,17,15
"HT5","16:48:00","17:26:00","CHCA","Chimango Caracara","Daptrius chimango",2,2022-07-21,NA,NA,NA,NA,NA,1,1,80,14,2,1,0,100,40,15,20
"HT5","17:31:00","17:47:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-07-11,NA,NA,NA,NA,NA,0,0,80,14,2,1,0,80,40,15,25
"MAIPO6","09:55:00","10:05:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-06,-33.618165,-71.629852,"SN Humedal río Maipo – Desembocadura",2.78,12,3,0,50,16,3,0,1,100,NA,NA,NA
"MAIPO6","13:14:00","13:20:00","CHCA","Chimango Caracara","Daptrius chimango",3,2022-06-17,-33.618165,-71.629852,"SN Humedal río Maipo – Desembocadura",2.78,12,2,0,0,15,3,2,0,90,30,16,10
"MAIPO6","08:00:00","08:02:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-06,-33.618165,-71.629852,"SN Humedal río Maipo – Desembocadura",2.78,12,0,0,NA,NA,3,NA,NA,0,100,NA,NA
"MAIPO7","10:06:00","10:23:00","CHCA","Chimango Caracara","Daptrius chimango",2,2021-07-06,-33.616539,-71.629421,"SN Humedal río Maipo – Desembocadura",2.52,12,3,0,50,16,3,0,1,100,NA,NA,NA
"MAIPO7","12:53:00","13:05:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-17,-33.616539,-71.629421,"SN Humedal río Maipo – Desembocadura",2.52,12,2,0,0,15,1,2,1,90,20,16,20
"MAIPO7","08:00:00","08:02:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-06,-33.616539,-71.629421,"SN Humedal río Maipo – Desembocadura",2.52,12,0,0,NA,NA,3,NA,NA,0,100,NA,NA
"MANTA13","11:04:00","11:07:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-23,-32.878111,-71.508279,"Mantagua",0.94,9,2,0,10,1,4,5,NA,100,60,NA,40
"MANTA13","12:45:00","12:48:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-15,-32.878111,-71.508279,"Mantagua",0.94,9,0,0,0,1,4,5,1,70,NA,NA,30
"MANTA13","10:57:00","11:01:00","CHCA","Chimango Caracara","Daptrius chimango",1,2022-06-28,-32.878111,-71.508279,"Mantagua",0.94,9,0,0,0,1,3,5,0,70,50,NA,50
"MANTA13","17:02:00","17:06:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-12,-32.878111,-71.508279,"Mantagua",0.94,9,3,0,NA,1,3,5,0,85,55,NA,40
"MANTA3","09:00:00","09:12:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-23,-32.882715,-71.501206,"Mantagua",2.79,9,0,0,10,1,4,5,NA,50,60,99,40
"MANTA3","10:16:00","10:23:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-15,-32.882715,-71.501206,"Mantagua",2.79,9,0,0,0,1,6,1,1,80,30,NA,50
"MANTA3","08:52:00","09:01:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-28,-32.882715,-71.501206,"Mantagua",2.79,9,2,0,0,1,4,5,0,70,15,NA,80
"MANTA3","14:44:00","15:04:00","CHCA","Chimango Caracara","Daptrius chimango",1,2023-07-12,-32.882715,-71.501206,"Mantagua",2.79,9,0,0,NA,1,3,5,1,70,45,NA,40
"MANTA4","09:14:00","09:33:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-23,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,10,1,4,5,NA,80,35,NA,65
"MANTA4","10:24:00","10:37:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-15,-32.882667,-71.503221,"Mantagua",4.68,9,0,0,0,1,6,5,1,80,NA,NA,20
"MANTA4","09:02:00","09:17:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-28,-32.882667,-71.503221,"Mantagua",4.68,9,1,0,0,2,4,5,0,50,20,NA,80
"MANTA4","15:07:00","15:21:00","CHCA","Chimango Caracara","Daptrius chimango",1,2023-07-12,-32.882667,-71.503221,"Mantagua",4.68,9,1,0,NA,1,3,5,0,75,70,NA,30
"MANTA5","09:33:00","09:43:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-23,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,10,1,4,5,NA,60,60,99,40
"MANTA5","10:43:00","10:53:00","CHCA","Chimango Caracara","Daptrius chimango",2,2021-07-15,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,0,1,6,5,1,90,40,NA,20
"MANTA5","09:24:00","09:38:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-28,-32.883614,-71.505558,"Mantagua",4.45,9,1,0,0,1,4,5,0,60,20,NA,80
"MANTA5","15:24:00","15:36:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-12,-32.883614,-71.505558,"Mantagua",4.45,9,0,0,NA,1,3,5,0,40,70,NA,25
"MANTA7","09:59:00","10:32:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-23,-32.883818,-71.509994,"Mantagua",6.14,9,1,0,10,16,4,2,NA,100,65,NA,10
"MANTA7","11:07:00","11:33:00","CHCA","Chimango Caracara","Daptrius chimango",2,2021-07-15,-32.883818,-71.509994,"Mantagua",6.14,9,0,0,0,1,4,1,1,100,NA,16,10
"MANTA7","09:51:00","10:06:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-28,-32.883818,-71.509994,"Mantagua",6.14,9,1,0,0,1,1,4,0,100,20,16,20
"MANTA7","16:07:00","16:17:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-07-12,-32.883818,-71.509994,"Mantagua",6.14,9,2,0,NA,16,3,1,0,90,20,NA,15
"MANTA8","10:33:00","10:39:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-23,-32.881717,-71.509864,"Mantagua",2.79,9,1,0,10,16,4,2,NA,100,30,NA,5
"MANTA8","12:04:00","12:13:00","CHCA","Chimango Caracara","Daptrius chimango",0,2021-07-15,-32.881717,-71.509864,"Mantagua",2.79,9,0,0,0,16,4,0,1,100,NA,NA,NA
"MANTA8","10:07:00","10:19:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-06-28,-32.881717,-71.509864,"Mantagua",2.79,9,1,0,0,16,1,0,0,100,10,NA,0
"MANTA8","16:19:00","16:28:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-07-12,-32.881717,-71.509864,"Mantagua",2.79,9,2,0,NA,16,3,NA,0,90,5,NA,0
"MATAQ3","14:20:00","15:05:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-07-02,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,3,0,10,15,5,0,1,100,100,NA,NA
"MATAQ3","14:05:00","14:45:00","CHCA","Chimango Caracara","Daptrius chimango",1,2023-06-17,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,3,0,30,15,5,3,1,100,80,NA,10
"MATAQ4","15:50:00","16:40:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-07-02,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,2,0,5,15,5,1,1,100,80,NA,10
"MATAQ4","15:05:00","16:00:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-06-17,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,4,0,50,15,8,3,1,100,80,NA,10
"MATAQ6","13:30:00","13:50:00","CHCA","Chimango Caracara","Daptrius chimango",1,2022-07-02,-34.9909099,-72.182579,"Río Mataquito – Desembocadura",28.23,11,4,0,30,15,5,1,1,100,70,16,10
"MATAQ6","13:25:00","13:52:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-06-17,-34.9909099,-72.182579,"Río Mataquito – Desembocadura",28.23,11,3,0,60,14,6,2,NA,100,60,16,10
"PU2","12:36:00","12:55:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-26,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,3,1,100,19,8,1,1,100,60,NA,20
"PU2","11:53:00","12:08:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-10-12,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,1,0,10,19,1,1,0,100,60,NA,30
"PU2","09:00:00","09:09:00","CHCA","Chimango Caracara","Daptrius chimango",1,2020-10-16,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,1,0,90,19,8,1,1,100,60,NA,30
"QH","13:01:00","13:31:00","CHCA","Chimango Caracara","Daptrius chimango",0,2020-07-26,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,2,1,80,14,8,1,NA,90,40,1,40
"QH","12:18:00","12:33:00","CHCA","Chimango Caracara","Daptrius chimango",1,2020-10-12,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,1,0,50,14,1,1,0,80,40,1,20
"QH","09:21:00","09:39:00","CHCA","Chimango Caracara","Daptrius chimango",2,2020-10-16,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,2,0,90,14,8,1,0,80,10,1,40
"QH","14:22:00","14:45:00","CHCA","Chimango Caracara","Daptrius chimango",0,2023-07-07,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,1,0,80,14,2,1,0,70,50,NA,50
"RL1","10:25:00","10:29:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-07-13,-41.701098,-73.097172,"Humedales de Calbuco - Estero Rulo",5.46,5,0,0,30,14,2,1,1,100,40,17,20
"RL1","16:31:00","16:53:00","CHCA","Chimango Caracara","Daptrius chimango",1,2023-07-10,-41.701098,-73.097172,"Humedales de Calbuco - Estero Rulo",5.46,5,1,0,NA,14,2,1,0,90,65,NA,15
"RL3","09:50:00","10:10:00","CHCA","Chimango Caracara","Daptrius chimango",0,2022-07-13,-41.702648,-73.091733,"Humedales de Calbuco - Estero Rulo",6.63,5,0,0,30,14,4,1,0,100,40,17,30
"RL3","16:03:00","16:12:00","CHCA","Chimango Caracara","Daptrius chimango",4,2023-07-10,-41.702648,-73.091733,"Humedales de Calbuco - Estero Rulo",6.63,5,1,0,0,14,2,1,0,NA,25,17,50
"RL4","15:45:00","16:00:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-07-10,NA,NA,NA,NA,NA,1,0,0,14,2,1,0,90,25,17,45
"RL5","10:50:00","10:57:00","CHCA","Chimango Caracara","Daptrius chimango",3,2022-07-13,-41.707729,-73.091833,"Humedales de Calbuco - Estero Rulo",6.14,5,0,0,40,14,2,1,1,100,60,NA,30
"RL5","17:21:00","17:30:00","CHCA","Chimango Caracara","Daptrius chimango",13,2023-07-10,-41.707729,-73.091833,"Humedales de Calbuco - Estero Rulo",6.14,5,1,0,0,14,2,1,0,100,20,17,70
"RL6","10:44:00","10:56:00","CHCA","Chimango Caracara","Daptrius chimango",1,2022-07-13,-41.709702,-73.092179,"Humedales de Calbuco - Estero Rulo",5.35,5,0,0,40,14,2,1,0,100,40,NA,30
"RL6","17:33:00","17:40:00","CHCA","Chimango Caracara","Daptrius chimango",2,2023-07-10,-41.709702,-73.092179,"Humedales de Calbuco - Estero Rulo",5.35,5,1,0,0,14,2,1,0,100,25,17,65
"CHA5","15:17:00","15:22:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-05-25,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,0,0,0,14,1,1,1,100,40,NA,20
"CHA5","10:16:00","10:33:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-06-15,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"CHA5","15:14:00","15:28:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-06-24,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,1,0,30,14,2,1,1,100,80,NA,10
"CHA5","13:41:00","13:50:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2021-07-12,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,2,0,40,14,2,1,NA,100,60,NA,30
"CHA5","12:36:00","12:46:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2022-06-30,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,0,0,90,14,2,1,0,100,20,15,50
"CHA5","14:25:00","14:30:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",2,2023-07-06,-41.497688,-72.858549,"Coihuín y Chamiza",7.11,2,2,1,90,14,2,1,0,100,60,15,30
"CHA6","15:25:00","15:33:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-05-25,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,0,0,0,14,1,1,0,100,40,NA,30
"CHA6","10:38:00","10:48:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-06-15,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,3,0,90,14,1,2,0,90,30,NA,50
"CHA6","15:31:00","15:46:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",11,2020-06-24,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,1,0,30,14,2,1,0,100,70,NA,10
"CHA6","13:53:00","13:54:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2021-07-12,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,2,0,40,14,1,1,NA,100,70,NA,20
"CHA6","12:27:00","12:33:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2022-06-30,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,0,0,90,14,2,1,1,100,40,15,30
"CHA6","14:02:00","14:20:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2023-07-06,-41.499423,-72.857202,"Coihuín y Chamiza",7.64,2,1,1,80,14,2,1,0,NA,55,15,45
"CHA9","16:07:00","16:20:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-05-25,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,0,0,0,14,1,2,1,100,60,NA,30
"CHA9","11:12:00","11:20:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-06-15,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,3,0,70,14,1,2,1,90,40,NA,40
"CHA9","16:09:00","16:22:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-06-24,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,1,0,20,14,1,2,0,100,70,NA,20
"CHA9","14:10:00","14:15:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2021-07-12,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,20,14,2,1,NA,100,70,NA,20
"CHA9","11:26:00","11:35:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2022-06-30,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,1,0,60,14,4,1,1,100,20,15,60
"CHA9","13:19:00","13:25:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",2,2023-07-06,-41.50445,-72.851696,"Coihuín y Chamiza",9.48,2,2,0,60,14,2,2,0,70,15,15,40
"HT3","15:43:00","15:57:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",1,2022-07-22,-41.713402,-73.152487,"Humedales de Calbuco - Huito",3.55,6,0,1,80,14,2,0,1,100,40,NA,0
"HT3","16:48:00","16:59:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2023-07-11,-41.713402,-73.152487,"Humedales de Calbuco - Huito",3.55,6,0,0,70,14,2,1,0,90,30,17,20
"MATAQ3","14:20:00","15:05:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",64,2022-07-02,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,3,0,10,15,5,0,1,100,100,NA,NA
"MATAQ3","14:05:00","14:45:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2023-06-17,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,3,0,30,15,5,3,1,100,80,NA,10
"MATAQ4","15:50:00","16:40:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",4,2022-07-02,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,2,0,5,15,5,1,1,100,80,NA,10
"MATAQ4","15:05:00","16:00:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",67,2023-06-17,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,4,0,50,15,8,3,1,100,80,NA,10
"QH","13:01:00","13:31:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",2,2020-07-26,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,2,1,80,14,8,1,NA,90,40,1,40
"QH","12:18:00","12:33:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-10-12,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,1,0,50,14,1,1,0,80,40,1,20
"QH","09:21:00","09:39:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",0,2020-10-16,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,2,0,90,14,8,1,0,80,10,1,40
"QH","14:22:00","14:45:00","CHFL","Chilean Flamingo","Phoenicopterus chilensis",7,2023-07-07,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,1,0,80,14,2,1,0,70,50,NA,50
"COQ17","09:44:00","10:01:00","CHRS","Andean Gull","Chroicocephalus serranus",10,2022-07-09,-29.8932,-71.27156,"Bahía de Coquimbo - río Elqui - Desembocadura",3.44,1,4,0,80,1,7,4,1,100,90,NA,10
"COQ17","11:12:00","11:13:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2023-07-13,-29.8932,-71.27156,"Bahía de Coquimbo - río Elqui - Desembocadura",3.44,1,0,0,0,1,1,4,1,5,90,NA,5
"COQ18","10:04:00","10:19:00","CHRS","Andean Gull","Chroicocephalus serranus",19,2022-07-09,-29.894617,-71.273527,"Bahía de Coquimbo - río Elqui - Desembocadura",1.97,1,4,0,70,16,7,0,1,100,0,NA,0
"COQ18","11:02:00","11:09:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2023-07-13,-29.894617,-71.273527,"Bahía de Coquimbo - río Elqui - Desembocadura",1.97,1,0,0,0,16,1,NA,1,100,NA,NA,NA
"COQ21","11:24:00","11:37:00","CHRS","Andean Gull","Chroicocephalus serranus",1,2022-07-09,-29.879741,-71.27386,"Bahía de Coquimbo - río Elqui - Desembocadura",11.37,1,6,0,90,16,7,1,1,100,0,NA,10
"COQ21","10:29:00","10:37:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2023-07-13,-29.879741,-71.27386,"Bahía de Coquimbo - río Elqui - Desembocadura",11.37,1,0,0,0,16,1,1,1,100,NA,NA,5
"HUENTE2","11:05:00","11:13:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2020-08-31,-31.622319,-71.558399,"Huentelauquén",3.16,3,0,0,100,16,1,0,0,100,50,13,0
"HUENTE2","12:58:00","13:25:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2021-08-28,-31.622319,-71.558399,"Huentelauquén",3.16,3,4,0,10,16,1,0,1,100,50,13,0
"HUENTE2","12:59:00","13:31:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2022-07-26,-31.622319,-71.558399,"Huentelauquén",3.16,3,2,0,0,16,7,0,1,100,5,13,0
"HUENTE2","14:18:00","14:42:00","CHRS","Andean Gull","Chroicocephalus serranus",31,2023-07-09,-31.622319,-71.558399,"Huentelauquén",3.16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLUTA2","08:28:00","08:50:00","CHRS","Andean Gull","Chroicocephalus serranus",100,2022-07-09,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,100,1,5,5,1,90,5,16,20
"LLUTA2","08:50:00","09:24:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2023-07-03,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLUTA3","09:18:00","09:40:00","CHRS","Andean Gull","Chroicocephalus serranus",9,2022-07-09,-18.415116,-70.324111,"Río Lluta - Desembocadura",1.78,10,1,0,100,1,7,5,1,100,5,16,45
"LLUTA3","09:26:00","10:05:00","CHRS","Andean Gull","Chroicocephalus serranus",10,2023-07-03,-18.415116,-70.324111,"Río Lluta - Desembocadura",1.78,10,1,0,100,1,3,5,1,100,5,16,45
"LLUTA4","10:02:00","10:23:00","CHRS","Andean Gull","Chroicocephalus serranus",80,2022-07-09,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,100,1,7,5,1,90,30,16,55
"LLUTA4","10:06:00","10:24:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2023-07-03,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,100,1,3,5,1,90,20,16,50
"LLUTA5","10:42:00","11:02:00","CHRS","Andean Gull","Chroicocephalus serranus",62,2022-07-09,-18.41296,-70.325797,"Río Lluta - Desembocadura",1.67,10,1,0,95,1,7,5,1,90,20,16,40
"LLUTA5","10:25:00","10:45:00","CHRS","Andean Gull","Chroicocephalus serranus",0,2023-07-03,-18.41296,-70.325797,"Río Lluta - Desembocadura",1.67,10,1,0,100,1,5,5,1,90,5,16,30
"CF","12:10:00","12:25:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-07-26,-41.794566,-73.207032,"Humedales de Calbuco - Pureo",1.74,7,4,1,90,17,8,0,1,90,30,NA,0
"CF","11:17:00","11:26:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",2,2020-10-12,-41.794566,-73.207032,"Humedales de Calbuco - Pureo",1.74,7,2,0,70,17,1,0,1,100,70,NA,NA
"CF","08:34:00","08:44:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",0,2020-10-16,-41.794566,-73.207032,"Humedales de Calbuco - Pureo",1.74,7,2,0,100,17,8,0,1,100,50,NA,0
"CH0","13:18:00","13:23:00","CHWI","Chiloe Wigeon","Mareca sibilatrix",14,2022-06-30,-41.490647,-72.866514,"Coihuín y Chamiza",6.24,2,0,0,80,14,4,1,1,100,50,15,30
